,Date,Auction ID,Final Judgment,Assessed Value,Plaintiff Max Bid,Status,Sold Amount,Time Sold,Beds,Bath,Living Area,Lot Size,ZEstimate,Docket Count,Day Count,Place in Line,Court Year,Status Binary,Association Binary,Defendant Count,Previous Auctions
3060,2020-01-06,1242548,324754.09,155000.00,134940.00,Sold to Plaintiff,2100.00,11:47 AM,1.0,1.0,720.0,0.0,136054,106.0,211,109,2018,1.0,1.0,7.0,1.0
3061,2020-01-06,1234432,703348.01,210532.00,HIDDEN,Canceled per Order,,,5.0,3.0,2710.0,5250.0,380730,74.0,211,133,2018,0.0,1.0,5.0,4.0
3062,2020-01-06,1238246,270726.78,120760.00,HIDDEN,Sold to Plaintiff,227200.00,12:03 PM,2.0,1.0,945.0,3006.0,243098,90.0,211,113,2018,1.0,0.0,7.0,1.0
3063,2020-01-06,1240475,381703.13,291739.00,HIDDEN,Sold to Plaintiff,265200.00,01:00 PM,4.0,2.0,2409.0,16734.0,423502,61.0,211,153,2018,1.0,0.0,4.0,1.0
3064,2020-01-06,1228968,456340.58,175018.00,468490.79,Canceled per Order,,,4.0,1.0,2067.0,8560.0,373704,80.0,211,152,2018,0.0,0.0,5.0,3.0
3065,2020-01-06,1241592,336177.03,78134.00,HIDDEN,Canceled per Order,,,3.0,1.0,912.0,4884.0,0,127.0,211,151,2018,0.0,0.0,13.0,3.0
3066,2020-01-06,1241446,238615.36,175028.00,HIDDEN,Canceled per County,,,3.0,2.0,1369.0,4020.0,287167,45.0,211,150,2018,0.0,1.0,4.0,1.0
3067,2020-01-06,1238197,381813.60,282155.00,HIDDEN,Sold to 3rd Party,274000.00,12:59 PM,4.0,2.0,2544.0,6000.0,350341,64.0,211,149,2018,1.0,0.0,3.0,1.0
3068,2020-01-06,1241739,86202.92,33166.00,50000.00,Sold to Plaintiff,33400.00,01:28 PM,1.0,1.0,720.0,0.0,66823,123.0,211,170,2019,1.0,1.0,7.0,1.0
3069,2020-01-06,1236206,251825.66,63416.00,HIDDEN,Sold to 3rd Party,235300.00,12:31 PM,3.0,2.0,1200.0,7500.0,315121,67.0,211,131,2018,1.0,0.0,5.0,1.0
3070,2020-01-06,1240902,214370.81,69996.00,HIDDEN,Sold to Plaintiff,187400.00,12:23 PM,3.0,1.0,1212.0,7500.0,235075,86.0,211,123,2018,1.0,0.0,3.0,2.0
3071,2020-01-06,1228970,281223.06,236087.00,HIDDEN,Canceled per Order,,,3.0,2.0,1898.0,9000.0,498839,66.0,211,172,2019,0.0,1.0,3.0,1.0
3072,2020-01-06,1237931,337607.40,109482.00,HIDDEN,Canceled per Order,,,3.0,1.0,1570.0,5248.0,261775,76.0,211,145,2018,0.0,0.0,8.0,3.0
3073,2020-01-06,1235502,190492.15,105443.00,194327.62,Sold to 3rd Party,246600.00,01:10 PM,3.0,2.0,1544.0,9900.0,350206,90.0,211,154,2018,1.0,0.0,7.0,1.0
3074,2020-01-06,1236208,304532.76,91181.00,HIDDEN,Sold to Plaintiff,228900.00,12:39 PM,3.0,2.0,1229.0,0.0,220677,73.0,211,137,2018,1.0,1.0,5.0,1.0
3075,2020-01-06,1237131,37851.74,65552.00,HIDDEN,Canceled per County,,,1.0,1.0,673.0,0.0,136200,79.0,211,146,2018,0.0,1.0,3.0,2.0
3076,2020-01-06,1241904,20490.66,175355.00,31751.80,Sold to 3rd Party,207600.00,12:42 PM,2.0,2.0,1542.0,0.0,420154,131.0,211,139,2018,1.0,1.0,1.0,3.0
3077,2020-01-06,1241101,437705.17,168518.00,269880.00,Canceled per Order,,,4.0,2.0,1440.0,3682.0,354711,66.0,211,140,2018,0.0,0.0,5.0,1.0
3078,2020-01-06,1231017,465196.69,179500.00,HIDDEN,Canceled per County,,,3.0,2.0,1705.0,1760.0,267386,57.0,211,138,2018,0.0,1.0,6.0,1.0
3080,2020-01-06,1231666,273522.69,146416.00,HIDDEN,Canceled per Order,,,2.0,2.0,1531.0,5750.0,0,96.0,211,51,2016,0.0,0.0,3.0,6.0
3081,2020-01-06,1236070,615292.58,345605.00,508371.74,Sold to Plaintiff,12500.00,09:31 AM,2.0,2.0,1397.0,0.0,525466,177.0,211,33,2015,1.0,1.0,4.0,11.0
3082,2020-01-06,1230647,216395.30,117149.00,HIDDEN,Sold to Plaintiff,171200.00,12:48 PM,2.0,1.0,750.0,7150.0,0,69.0,211,144,2018,1.0,0.0,5.0,1.0
3083,2020-01-06,1230604,615117.49,398008.00,640117.49,Canceled per County,,,4.0,4.0,3053.0,5500.0,564750,108.0,211,141,2018,0.0,1.0,4.0,2.0
3085,2020-01-06,1238202,161300.03,56423.00,HIDDEN,Sold to 3rd Party,110100.00,01:11 PM,2.0,1.0,406.0,5540.0,211496,69.0,211,155,2018,1.0,0.0,6.0,1.0
3086,2020-01-06,1233677,432464.76,229120.00,HIDDEN,Sold to Plaintiff,230600.00,01:22 PM,3.0,2.0,1406.0,5866.0,385116,73.0,211,157,2018,1.0,1.0,10.0,3.0
3087,2020-01-06,1238160,311674.00,191104.00,HIDDEN,Canceled per Order,,,4.0,2.0,1987.0,6720.0,394564,104.0,211,158,2018,0.0,0.0,5.0,5.0
3088,2020-01-06,1243430,57393.20,79637.00,HIDDEN,Sold to 3rd Party,65100.00,12:36 PM,2.0,2.0,1046.0,0.0,121765,76.0,211,134,2018,1.0,1.0,5.0,1.0
3089,2020-01-06,1238036,133637.69,188640.00,135605.63,Sold to 3rd Party,320000.00,12:37 PM,3.0,2.0,2112.0,6343.0,427821,68.0,211,135,2018,1.0,0.0,3.0,1.0
3090,2020-01-06,1240405,257070.62,21022.00,70000.00,Sold to Plaintiff,1300.00,01:52 PM,0.0,0.0,0.0,4700.0,0,42.0,211,190,2019,1.0,0.0,1.0,1.0
3091,2020-01-06,1230636,307791.03,183000.00,HIDDEN,Canceled per Order,,,3.0,2.0,1252.0,1984.0,260759,84.0,211,162,2019,0.0,1.0,5.5,2.0
3092,2020-01-06,1240882,469165.83,684320.00,474915.20,Sold to 3rd Party,700100.00,02:00 PM,0.0,0.0,5296.0,0.0,0,127.0,211,192,2019,1.0,1.0,11.0,2.0
3093,2020-01-06,1234686,279218.91,237499.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,2189.0,15800.0,340722,50.0,211,180,2019,0.0,0.0,1.0,2.0
3094,2020-01-06,1243075,180137.57,116220.00,HIDDEN,Sold to Plaintiff,110100.00,01:27 PM,3.0,2.0,1452.0,0.0,0,66.0,211,169,2019,1.0,1.0,4.0,1.0
3095,2020-01-06,1237793,189082.18,123299.00,HIDDEN,Sold to Plaintiff,139600.00,01:19 PM,2.0,2.0,1040.0,3512.0,189236,58.0,211,156,2018,1.0,1.0,5.0,2.0
3096,2020-01-06,1243175,557153.66,281900.00,355500.00,Sold to Plaintiff,1300.00,01:26 PM,3.0,2.0,2007.0,3380.0,389312,79.0,211,167,2019,1.0,1.0,3.0,1.0
3098,2020-01-06,1243601,27293.97,539096.00,HIDDEN,Other,,,3.0,2.0,1870.0,0.0,499193,68.0,211,189,2019,,1.0,9.0,1.0
3099,2020-01-06,1238151,226628.61,85915.00,HIDDEN,Canceled per Order,,,3.0,2.0,1061.0,2475.0,275772,71.0,211,136,2018,0.0,1.0,4.0,5.0
3100,2020-01-06,1238191,346041.56,135213.00,358000.00,Canceled per Bankruptcy,,,4.0,2.0,1896.0,10127.0,388141,69.0,211,175,2019,0.0,0.0,6.0,1.0
3101,2020-01-06,1236038,82284.41,160919.00,HIDDEN,Sold to 3rd Party,292800.00,01:39 PM,4.0,2.0,2278.0,4800.0,430334,83.0,211,176,2019,1.0,0.0,5.0,1.0
3102,2020-01-06,1235506,378442.71,256140.00,378442.71,Canceled per Bankruptcy,,,2.0,2.0,1515.0,0.0,495602,72.0,211,177,2019,0.0,1.0,4.0,3.0
3103,2020-01-06,1236203,210704.80,66604.00,HIDDEN,Canceled per Order,,,3.0,2.0,1221.0,4500.0,252289,78.0,211,178,2019,0.0,0.0,3.0,2.0
3104,2020-01-06,1241025,255017.78,119070.00,HIDDEN,Sold to Plaintiff,90200.00,01:40 PM,1.0,1.0,685.0,0.0,174949,51.0,211,179,2019,1.0,1.0,5.0,2.0
3105,2020-01-06,1246373,0.00,56587.00,HIDDEN,Other,,,1.0,1.0,758.0,0.0,155119,77.0,211,166,2019,,1.0,4.0,2.0
3106,2020-01-06,1231698,260181.94,128745.00,200250.00,Sold to 3rd Party,200300.00,01:44 PM,3.0,2.0,1383.0,3183.0,278315,84.0,211,183,2019,1.0,1.0,5.0,1.0
3107,2020-01-06,1241600,106293.82,68570.00,HIDDEN,Sold to 3rd Party,200100.00,01:47 PM,4.0,2.0,1458.0,5000.0,310124,80.0,211,184,2019,1.0,1.0,4.0,2.0
3108,2020-01-06,1241608,602187.61,248384.00,640614.61,Sold to Plaintiff,2100.00,11:46 AM,4.0,2.0,2401.0,9375.0,524194,68.0,211,108,2018,1.0,1.0,2.0,2.0
3109,2020-01-06,1242147,384051.54,247367.00,HIDDEN,Canceled per County,,,4.0,2.0,2523.0,5005.0,472976,52.0,211,205,2019,0.0,1.0,4.5,3.0
3110,2020-01-06,1241037,237490.44,55070.00,HIDDEN,Sold to Plaintiff,45300.00,09:35 AM,2.0,1.0,982.0,0.0,117264,144.0,211,40,2016,1.0,1.0,2.0,2.0
3111,2020-01-06,1229519,295103.96,169323.00,HIDDEN,Sold to Plaintiff,229100.00,11:45 AM,3.0,2.0,1220.0,7085.0,301065,101.0,211,106,2018,1.0,0.0,6.0,1.0
3113,2020-01-06,1235790,518490.57,299949.00,HIDDEN,Canceled per Order,,,3.0,2.0,1898.0,2575.0,377688,156.0,211,28,2015,0.0,1.0,4.0,3.0
3114,2020-01-06,1243708,292912.87,260715.00,HIDDEN,Canceled per Order,,,4.0,2.0,1653.0,5843.0,367948,202.0,211,29,2015,0.0,0.0,11.0,8.0
3115,2020-01-06,1219831,670905.30,369765.00,HIDDEN,Sold to Plaintiff,305100.00,09:27 AM,5.0,3.0,2560.0,5725.0,513083,178.0,211,30,2015,1.0,0.0,11.0,2.0
3116,2020-01-06,1240615,105418.13,438310.00,HIDDEN,Sold to 3rd Party,270100.00,11:43 AM,4.0,3.0,2857.0,14200.0,802885,78.0,211,105,2018,1.0,0.0,4.0,2.0
3117,2020-01-06,1243626,533575.46,275596.00,HIDDEN,Sold to Plaintiff,375900.00,09:30 AM,4.0,3.0,2508.0,12300.0,475894,276.0,211,32,2015,1.0,0.0,39.0,1.0
3118,2020-01-06,1234507,571842.23,274965.00,HIDDEN,Canceled per Order,,,3.0,2.0,1854.0,7950.0,521753,69.0,211,168,2019,0.0,0.0,2.0,3.0
3119,2020-01-06,1236074,302825.51,111403.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,1664.0,7875.0,295782,58.0,211,165,2019,0.0,1.0,4.0,3.0
3120,2020-01-06,1243584,130833.41,99750.00,HIDDEN,Canceled per Order,,,3.0,2.0,1166.0,0.0,135342,58.0,211,120,2018,0.0,1.0,2.0,2.0
3121,2020-01-06,1238877,564531.19,350000.00,HIDDEN,Sold to Plaintiff,377100.00,01:53 PM,4.0,3.0,2644.0,0.0,519652,84.0,211,191,2019,1.0,1.0,13.0,1.0
3122,2020-01-06,1238203,111152.42,78925.00,HIDDEN,Canceled per County,,,3.0,1.0,1078.0,7500.0,310954,73.0,211,197,2019,0.0,0.0,7.0,1.0
3123,2020-01-06,1240404,285847.65,170500.00,HIDDEN,Sold to 3rd Party,171100.00,01:50 PM,2.0,2.0,926.0,0.0,0,75.0,211,186,2019,1.0,1.0,7.0,1.0
3124,2020-01-06,1236005,432479.27,140149.00,HIDDEN,Sold to Plaintiff,200100.00,01:43 PM,2.0,1.0,1010.0,9540.24,277026,52.0,211,182,2019,1.0,1.0,3.0,1.0
3125,2020-01-06,1235692,75018.68,118294.00,HIDDEN,Canceled per Order,,,3.0,2.0,1440.0,0.0,250083,100.0,211,174,2019,0.0,1.0,4.0,2.0
3126,2020-01-06,1229774,321341.59,127232.00,175500.00,Sold to Plaintiff,1300.00,01:29 PM,3.0,2.0,1465.0,0.0,265087,75.0,211,173,2019,1.0,1.0,4.0,1.0
3127,2020-01-06,1240477,523218.70,199835.00,529686.21,Sold to Plaintiff,169100.00,02:06 PM,4.0,3.0,1950.0,10350.0,424940,51.0,211,198,2019,1.0,1.0,5.0,1.0
3128,2020-01-06,1240474,184110.85,169279.00,HIDDEN,Sold to 3rd Party,188600.00,02:09 PM,3.0,3.0,1567.0,2800.0,184076,54.0,211,199,2019,1.0,1.0,3.0,1.0
3129,2020-01-06,1243120,284971.97,103138.00,HIDDEN,Sold to 3rd Party,92200.00,02:12 PM,2.0,2.0,750.0,0.0,153515,63.0,211,200,2019,1.0,1.0,5.0,2.0
3130,2020-01-06,1241590,359859.17,278292.00,291600.00,Sold to Plaintiff,30000.00,02:13 PM,4.0,3.0,2224.0,5001.0,370142,53.0,211,201,2019,1.0,0.0,3.0,1.0
3131,2020-01-06,1235619,337063.74,211252.00,HIDDEN,Canceled per County,,,4.0,3.0,2107.0,7978.0,441691,52.0,211,194,2019,0.0,0.0,4.0,1.0
3133,2020-01-06,1241593,210625.63,83586.00,HIDDEN,Sold to Plaintiff,37600.00,02:14 PM,2.0,2.0,1040.0,0.0,0,54.0,211,204,2019,1.0,1.0,4.0,1.0
3134,2020-01-06,1238353,284936.75,123214.00,140400.00,Sold to Plaintiff,1300.00,12:18 PM,1.0,1.0,741.0,0.0,143288,80.0,211,118,2018,1.0,1.0,3.0,1.0
3137,2020-01-06,1243170,242759.55,83765.00,245158.56,Canceled per County,,,2.0,2.0,1376.0,0.0,262990,48.0,211,195,2019,0.0,1.0,2.0,1.0
3138,2020-01-06,1238503,689969.27,528058.00,HIDDEN,Canceled per Bankruptcy,,,4.0,2.0,2540.0,9750.0,726374,54.0,211,202,2019,0.0,0.0,2.0,1.0
3139,2020-01-06,1238245,245857.23,102932.00,HIDDEN,Sold to Plaintiff,205400.00,02:20 PM,3.0,2.0,1626.0,8100.0,306370,47.0,211,207,2019,1.0,0.0,3.0,1.0
3140,2020-01-06,1243198,272070.74,158257.00,HIDDEN,Sold to Plaintiff,95100.00,02:25 PM,1.0,1.0,985.0,0.0,268099,58.0,211,209,2019,1.0,1.0,4.0,1.0
3141,2020-01-06,1236037,324441.84,66675.00,HIDDEN,Sold to Plaintiff,25300.00,01:51 PM,2.0,1.0,1036.0,0.0,78776,62.0,211,188,2019,1.0,1.0,5.0,1.0
3142,2020-01-06,1238146,381164.77,169855.00,HIDDEN,Sold to 3rd Party,326600.00,02:05 PM,5.0,3.0,1749.0,6750.0,0,54.0,211,196,2019,1.0,0.0,5.0,1.0
3144,2020-01-06,1240378,96210.40,87845.00,96210.40,Sold to 3rd Party,110300.00,02:23 PM,3.0,2.0,1419.0,7500.0,272133,64.0,211,208,2019,1.0,0.0,1.0,1.0
3146,2020-01-06,1243757,92719.95,170000.00,95324.96,Canceled per County,,,2.0,2.0,1128.0,0.0,237939,68.0,211,211,2019,0.0,1.0,3.0,1.0
3147,2020-01-06,1229972,168611.75,68170.00,HIDDEN,Canceled per County,,,3.0,2.0,1690.0,5400.0,159110,79.0,211,107,2018,0.0,1.0,5.0,1.0
3148,2020-01-06,1243173,182039.85,173952.00,HIDDEN,Canceled per County,,,3.0,2.0,1842.0,8200.0,364808,75.0,211,187,2019,0.0,1.0,4.0,2.0
3149,2019-12-18,1239701,250096.38,97289.00,HIDDEN,Sold to 3rd Party,140100.00,09:23 AM,2.0,2.0,1262.0,0.0,0,87.0,33,15,2018,1.0,1.0,6.0,1.0
3150,2019-12-18,1241313,224686.15,134592.00,125550.00,Sold to 3rd Party,136300.00,09:46 AM,2.0,1.0,800.0,0.0,178435,59.0,33,28,2019,1.0,1.0,6.0,1.0
3151,2019-12-18,1242882,749403.36,337895.00,399900.00,Canceled per Bankruptcy,,,3.0,2.0,2783.0,54450.0,512681,114.0,33,14,2018,0.0,1.0,2.0,6.0
3152,2019-12-18,1235059,78497.74,130468.00,HIDDEN,Sold to 3rd Party,271100.00,09:16 AM,4.0,4.0,1810.0,8560.0,442167,104.0,33,11,2018,1.0,0.0,5.0,2.0
3153,2019-12-18,1240901,221679.44,48405.00,HIDDEN,Sold to Plaintiff,209100.00,09:10 AM,3.0,2.0,1543.0,5500.0,281539,104.0,33,10,2018,1.0,0.0,2.0,6.0
3154,2019-12-18,1241132,350749.56,80923.00,141000.00,Canceled per Order,,,3.0,2.0,1188.0,7950.0,294550,86.0,33,21,2018,0.0,0.0,3.0,3.0
3156,2019-12-18,1241312,3271893.01,2695938.00,3271893.01,Sold to Plaintiff,12500.00,10:14 AM,6.0,4.0,4329.0,10567.0,3151851,64.0,33,32,2019,1.0,1.0,4.0,1.0
3157,2019-12-18,1238492,139499.32,128522.00,HIDDEN,Sold to 3rd Party,146400.00,09:27 AM,3.0,2.0,1040.0,0.0,189119,131.0,33,19,2018,1.0,1.0,7.0,4.0
3158,2019-12-18,1241314,16329.14,151005.00,HIDDEN,Sold to 3rd Party,16600.00,09:26 AM,2.0,2.0,950.0,0.0,219792,72.0,33,18,2018,1.0,1.0,5.0,1.0
3159,2019-12-18,1241455,979017.80,1030303.00,HIDDEN,Canceled per Order,,,3.0,2.0,2106.0,0.0,0,85.0,33,33,2019,0.0,1.0,4.0,2.0
3160,2019-12-18,1241260,10737.65,937987.00,HIDDEN,Sold to 3rd Party,630300.00,09:55 AM,0.0,0.0,1640.0,0.0,1030400,77.0,33,30,2019,1.0,1.0,1.0,1.0
3161,2019-12-18,1241453,15720.00,32431.00,15720.00,Canceled per Order,,,0.0,0.0,0.0,10953.0,0,28.0,33,29,2019,0.0,0.0,1.0,1.0
3162,2019-12-18,1230323,162586.67,42016.00,HIDDEN,Canceled per Order,,,2.0,2.0,1140.0,0.0,100596,145.0,33,6,2017,0.0,1.0,5.0,4.0
3163,2019-12-18,1241123,234190.17,182745.00,HIDDEN,Canceled per County,,,3.0,1.0,1343.0,8389.0,311443,76.0,33,8,2017,0.0,0.0,2.0,2.0
3166,2019-12-18,1240456,728247.47,357736.00,370000.00,Canceled per Order,,,4.0,3.0,3326.0,98227.8,735293,149.0,33,2,2016,0.0,0.0,39.0,5.0
3167,2019-12-18,1236874,201515.19,60642.00,HIDDEN,Sold to Plaintiff,203600.00,09:22 AM,3.0,2.0,1335.0,5200.0,267497,104.0,33,12,2018,1.0,0.0,6.0,3.0
3168,2019-12-18,1238866,311537.43,142058.00,HIDDEN,Sold to Plaintiff,280700.00,09:03 AM,3.0,2.0,1995.0,7500.0,367918,116.0,33,7,2017,1.0,0.0,2.0,2.0
3169,2019-12-18,1241315,369280.97,146916.00,HIDDEN,Sold to 3rd Party,212600.00,09:24 AM,4.0,3.0,2353.0,7507.0,0,73.0,33,17,2018,1.0,1.0,6.0,1.0
3171,2019-12-18,1241264,195252.52,68035.00,127500.00,Sold to Plaintiff,1300.00,09:29 AM,1.0,1.0,620.0,0.0,148930,74.0,33,22,2019,1.0,1.0,3.0,1.0
3172,2019-12-18,1239699,453859.69,440087.00,HIDDEN,Sold to Plaintiff,405100.00,09:38 AM,4.0,3.0,2548.0,4000.0,533558,92.0,33,26,2019,1.0,1.0,10.0,1.0
3174,2019-12-18,1241454,185346.86,126496.00,HIDDEN,Canceled per Order,,,3.0,2.0,1165.0,0.0,164372,72.0,33,24,2019,0.0,1.0,9.0,2.0
3176,2019-12-18,1240948,444654.11,281548.00,348600.00,Sold to Plaintiff,1300.00,09:28 AM,1.0,1.0,806.0,0.0,273088,98.0,33,20,2018,1.0,1.0,8.0,2.0
3177,2019-12-18,1241031,14117.95,108797.00,HIDDEN,Canceled per Bankruptcy,,,2.0,2.0,1282.0,0.0,335788,82.0,33,3,2017,0.0,1.0,1.0,5.0
3178,2019-12-18,1240900,515048.95,134030.00,325348.39,Canceled per Bankruptcy,,,3.0,3.0,1399.0,5560.0,337273,65.0,33,1,2014,0.0,1.0,4.0,1.0
3179,2019-12-18,1241741,224216.20,414699.00,225655.08,Sold to 3rd Party,271200.00,10:13 AM,0.0,0.0,2700.0,217800.0,0,67.0,33,31,2019,1.0,0.0,3.0,1.0
3180,2019-12-18,1241134,300580.85,74968.00,HIDDEN,Other,,,0.0,0.0,0.0,5772.0,97510,88.0,33,25,2019,,0.0,3.0,4.0
3181,2019-12-18,1241083,190161.83,167733.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,1394.0,4080.0,298166,133.0,33,4,2017,0.0,1.0,7.0,3.0
3182,2019-12-17,1241104,211657.73,143903.00,HIDDEN,Canceled per Order,,,3.0,2.0,1567.0,10200.0,264872,107.0,28,20,2019,0.0,0.0,6.0,4.0
3183,2019-12-17,1240407,5307.55,112442.00,5307.55,Sold to 3rd Party,28200.00,10:05 AM,3.0,3.0,1704.0,1540.0,0,48.0,28,23,2019,1.0,1.0,1.0,1.0
3184,2019-12-17,1241263,339492.16,54420.00,HIDDEN,Canceled per Bankruptcy,,,3.0,3.0,1500.0,0.0,276555,41.0,28,25,2019,0.0,0.0,5.0,2.0
3185,2019-12-17,1239972,135003.92,96459.00,111900.00,Sold to Plaintiff,5100.00,10:00 AM,1.0,1.0,1125.0,0.0,0,67.0,28,21,2019,1.0,1.0,7.0,2.0
3186,2019-12-17,1239987,54014.27,81634.00,HIDDEN,Canceled per Bankruptcy,,,2.0,2.0,1014.0,0.0,195966,67.0,28,17,2018,0.0,1.0,1.0,5.0
3187,2019-12-17,1241095,1466834.31,510857.00,HIDDEN,Sold to Plaintiff,69100.00,09:04 AM,4.0,4.0,3361.0,17860.0,798203,124.0,28,14,2017,1.0,1.0,2.0,1.0
3188,2019-12-17,1233391,69959.36,146295.00,81507.00,Canceled per County,,,3.0,2.0,1736.0,3910.0,0,60.0,28,18,2018,0.0,1.0,4.0,1.0
3189,2019-12-17,1239675,598750.70,535651.00,HIDDEN,Other,,,4.0,3.0,3349.0,8625.0,601547,214.0,28,15,2017,,0.0,1.0,12.0
3190,2019-12-17,1240260,13151.83,737104.00,HIDDEN,Sold to 3rd Party,13200.00,10:07 AM,4.0,4.0,3624.0,5066.0,799597,54.0,28,26,2019,1.0,1.0,1.0,1.0
3191,2019-12-17,1241381,137606.32,147360.00,138760.62,Sold to 3rd Party,152400.00,10:12 AM,0.0,1.0,600.0,0.0,198593,70.0,28,27,2019,1.0,1.0,6.0,1.0
3192,2019-12-17,1241295,73073.16,193703.00,HIDDEN,Canceled per Order,,,3.0,2.0,1654.0,4000.0,400297,48.0,28,28,2019,0.0,1.0,4.0,1.0
3193,2019-12-17,1222588,17872.89,276500.00,HIDDEN,Canceled per Order,,,2.0,2.0,1552.0,0.0,376117,160.0,28,13,2017,0.0,1.0,1.0,3.0
3194,2019-12-17,1241094,359607.34,188371.00,HIDDEN,Canceled per Bankruptcy,,,4.0,2.0,1674.0,9825.0,355862,51.0,28,22,2019,0.0,0.0,4.0,2.0
3195,2019-12-17,1233733,398801.87,224533.00,HIDDEN,Canceled per Order,,,0.0,0.0,0.0,0.0,380587,41.0,28,24,2019,0.0,1.0,2.0,1.0
3196,2019-12-17,1240193,226485.09,94507.00,203400.00,Sold to 3rd Party,205200.00,09:59 AM,3.0,2.0,1170.0,10000.0,290861,69.0,28,19,2019,1.0,0.0,1.0,1.0
3197,2019-12-17,1237976,247678.86,160137.00,HIDDEN,Canceled per Bankruptcy,,,2.0,2.0,1271.0,3840.0,344233,94.0,28,8,2015,0.0,1.0,4.0,3.0
3199,2019-12-17,1239604,812619.86,1078179.00,HIDDEN,Canceled per Order,,,4.0,2.0,3149.0,9750.0,0,159.0,28,7,2015,0.0,0.0,3.0,4.0
3200,2019-12-17,1233392,1030913.99,527800.00,HIDDEN,Canceled per Order,,,3.0,2.0,1560.0,0.0,665446,200.0,28,3,2012,0.0,1.0,9.0,2.0
3201,2019-12-17,1240954,409575.02,230572.00,HIDDEN,Canceled per Bankruptcy,,,4.0,3.0,2299.0,12935.0,423220,86.0,28,4,2014,0.0,0.0,3.0,2.0
3202,2019-12-17,1239985,177423.20,91960.00,HIDDEN,Other,,,4.0,1.0,1211.0,1870.0,204570,117.0,28,2,2010,,1.0,7.0,1.0
3203,2019-12-17,1240947,267111.54,242419.00,HIDDEN,Canceled per Bankruptcy,,,4.0,3.0,2118.0,5160.0,400318,211.0,28,5,2014,0.0,0.0,2.0,10.0
3205,2019-12-17,1239977,1228772.10,494371.00,1228772.10,Sold to Plaintiff,369100.00,09:03 AM,4.0,3.0,2834.0,10762.0,740297,223.0,28,11,2016,1.0,0.0,4.0,1.0
3206,2019-12-17,1239976,838159.19,923090.00,725000.00,Canceled per Order,,,5.0,4.0,2700.0,8012.0,1954369,116.0,28,12,2016,0.0,1.0,4.5,4.0
3207,2019-12-17,1240189,671588.99,251472.00,HIDDEN,Sold to 3rd Party,380200.00,09:02 AM,5.0,3.0,2526.0,17220.0,490254,114.0,28,6,2015,1.0,0.0,3.0,1.0
3208,2019-12-17,1240883,96780.72,438310.00,HIDDEN,Other,,,4.0,3.0,2857.0,14200.0,802885,54.0,28,1,2008,,0.0,2.0,2.0
3209,2019-12-17,1239677,349980.86,247623.00,HIDDEN,Canceled per Bankruptcy,,,4.0,2.0,2375.0,6700.0,442337,167.0,28,9,2015,0.0,0.0,8.0,7.0
3210,2019-12-16,1236254,507692.14,205290.00,HIDDEN,Canceled per Order,,,4.0,2.0,2532.0,11898.0,432636,117.0,61,16,2017,0.0,1.0,5.0,4.0
3213,2019-12-16,1236778,57425.12,54984.00,HIDDEN,Canceled per Order,,,4.0,2.0,1586.0,4314.0,274533,92.0,61,27,2018,0.0,1.0,3.0,7.0
3214,2019-12-16,1236853,25477.05,138219.00,HIDDEN,Canceled per Order,,,4.0,2.0,1176.0,1.0,245082,179.0,61,21,2017,0.0,0.0,6.0,5.0
3215,2019-12-16,1240473,326088.99,124973.00,304000.00,Sold to Plaintiff,230100.00,09:23 AM,3.0,2.0,1348.0,1403.0,0,112.0,61,23,2017,1.0,1.0,3.5,1.0
3216,2019-12-16,1228578,170628.22,29884.00,HIDDEN,Sold to 3rd Party,175100.00,09:35 AM,3.0,2.0,1403.0,5500.0,227018,128.0,61,37,2018,1.0,0.0,9.0,1.0
3217,2019-12-16,1239592,530125.91,344308.00,406010.90,Sold to 3rd Party,406100.00,09:02 AM,4.0,2.0,2122.0,8692.0,541584,117.0,61,2,2009,1.0,0.0,5.0,1.0
3218,2019-12-16,1232365,236168.53,55985.00,HIDDEN,Canceled per Order,,,2.0,1.0,990.0,0.0,164829,81.0,61,14,2016,0.0,1.0,4.0,2.0
3219,2019-12-16,1237213,302543.50,185894.00,HIDDEN,Canceled per Order,,,3.0,1.0,1630.0,8850.0,319866,91.0,61,13,2016,0.0,0.0,2.0,4.0
3220,2019-12-16,1234244,851341.56,561932.00,HIDDEN,Sold to Plaintiff,425100.00,09:19 AM,3.0,2.0,1416.0,0.0,642216,201.0,61,12,2016,1.0,1.0,4.0,3.0
3221,2019-12-16,1237206,357916.60,112491.00,HIDDEN,Canceled per Bankruptcy,,,3.0,2.0,1906.0,6946.18,396256,65.0,61,11,2016,0.0,0.0,2.0,2.0
3222,2019-12-16,1236001,356390.11,57417.00,HIDDEN,Sold to Plaintiff,187000.00,09:17 AM,3.0,2.0,1254.0,6500.0,0,138.0,61,10,2015,1.0,0.0,3.0,1.0
3223,2019-12-16,1228414,452484.48,176638.00,HIDDEN,Canceled per County,,,4.0,2.0,1577.0,5500.0,388658,120.0,61,25,2017,0.0,1.0,11.0,1.0
3224,2019-12-16,1237767,363741.73,111149.00,HIDDEN,Sold to Plaintiff,274300.00,09:40 AM,3.0,2.0,1644.0,7500.0,355701,82.0,61,43,2018,1.0,0.0,6.0,1.0
